name,url,img_url,category,summary,rating,rating_count,review_count,ingredients,directions,prep,cook,total,servings,yield,calories,carbohydrates_g,sugars_g,fat_g,saturated_fat_g,cholesterol_mg,protein_g,dietary_fiber_g,sodium_mg,calories_from_fat,calcium_mg,iron_mg,magnesium_mg,potassium_mg,zinc_mg,phosphorus_mg,vitamin_a_iu_IU,niacin_equivalents_mg,vitamin_b6_mg,vitamin_c_mg,folate_mcg,thiamin_mg,riboflavin_mg,vitamin_e_iu_IU,vitamin_k_mcg,biotin_mcg,vitamin_b12_mcg,mono_fat_g,poly_fat_g,trans_fatty_acid_g,omega_3_fatty_acid_g,omega_6_fatty_acid_g
Baked Fish Fillets,https://www.allrecipes.com/recipe/256349/baked-fish-fillets/,,"Seafood ,Fish","Good recipe for any filleted fish. If using other fish, cook time may vary depending on the type and thickness of fillets.",4.71,14,12,"1 tablespoon vegetable oil, or to taste ; 2 pounds mackerel fillets ; 1 teaspoon salt ; ⅛ teaspoon ground black pepper ; ¼ cup butter, melted ; 2 tablespoons lemon juice ; ⅛ teaspoon ground paprika","Preheat oven to 350 degrees F (175 degrees C). Grease a baking pan with vegetable oil. Place mackerel fillets in the baking pan; season with salt and pepper. Mix butter, lemon juice, and paprika together in a bowl. Pour over mackerel fillets. Bake in the preheated oven until mackerel flakes easily with a fork, 20 to 25 minutes.",10 mins,20 mins,30 mins,6,6 servings,399.0,0.5,0.1,31.0,10.2,109.0,28.3,,540.2,279.0,20.9,1.9,115.3,484.1,,,475.3,13.4,,2.8,3.4,0.2,,,,,,,,,,
Savory Sea Scallops and Angel Hair Pasta,https://www.allrecipes.com/recipe/216757/savory-sea-scallops-and-angel-hair-pasta/,,"Seafood ,Shellfish","This is a very simple, easy to prepare meal that you will most likely be asked to prepare again. The taste, if carefully prepared and not overcooked, is incredible. ENJOY!",4.57,89,88,"1 (16 ounce) package angel hair pasta ; ¼ cup butter ; 2 cloves garlic, minced ; 2 pounds sea scallops, rinsed and patted dry ; 3 tablespoons chopped fresh basil ; 2 tablespoons chopped fresh flat-leaf parsley ; 2 tablespoons fresh lemon juice ;  salt and freshly ground black pepper to taste ; ½ cup heavy cream (Optional); 1 tablespoon grated Parmesan cheese to taste (Optional)","Fill a large pot with lightly salted water and bring to a rolling boil over high heat. Once the water is boiling, stir in the angel hair pasta, and return to a boil. Cook the pasta uncovered, stirring occasionally, until the pasta has cooked through, but is still firm to the bite, 4 to 5 minutes. Drain well in a colander set in the sink. Melt butter in a skillet over medium heat. Stir in the garlic and cook just until fragrant and softened, about 1 minute. Slice any scallops over 3/4-inch thick in half so they'll cook evenly; stir scallops, basil, and parsley into the skillet. Cook and gently stir just until scallops feel slightly firm when pressed with a finger, 2 to 3 minutes. Scallops will become tough and chewy if overcooked. Stir in lemon juice, and season with salt and black pepper. Pour in cream if you like a thicker sauce. Bring the mixture just to a bare simmer. Serve over hot angel hair pasta; sprinkle to taste with Parmesan cheese.",25 mins,5 mins,30 mins,6,6 servings,515.1,46.3,1.5,21.9,10.4,95.5,33.1,2.8,527.8,197.5,66.4,2.5,84.3,649.4,,,929.2,10.2,,8.8,79.9,,,,,,,,,,,
Spanish Garlic Shrimp (Gambas al Ajillo),https://www.allrecipes.com/recipe/266085/spanish-garlic-shrimp-gambas-al-ajillo/,,"Appetizers and Snacks ,Tapas","Every Spanish restaurant serves this dish of shrimp cloaked in garlic-infused olive oil with smoky hints of paprika and a touch of sweetness from sherry. Make sure you have all your ingredients together before you head to the stove since, start to finish, this cooks in mere minutes. It's great for a tapas party, since you can prep everything ahead of time. Just spoon the shrimp and sauce over toasted bread and sprinkle more cayenne and parsley on top to enjoy.",4.64,75,68,"4 cloves garlic ; 1 pound frozen large shrimp (21-25 count) - thawed, peeled, and deveined ;  kosher salt to taste ; 1 teaspoon hot smoked paprika (Optional); ¼ cup extra-virgin olive oil ; 2 tablespoons dry sherry ; 1 tablespoon chopped Italian flat-leaf parsley","Slice garlic thinly. Season shrimp with kosher salt and paprika. Mix to coat. Heat garlic and oil in a skillet over medium heat. Cook until garlic starts to turn golden, about 2 minutes. Add shrimp and increase heat to high. Toss and turn shrimp with tongs until starting to curl but still undercooked, about 2 minutes. Pour in sherry. Cook, stirring continuously, until sauce comes up to a boil and shrimp is cooked through, about 1 minute more. Remove from heat. Stir in parsley with a spoon.",15 mins,5 mins,20 mins,4,1 pound of shrimp,227.2,2.5,0.1,15.1,2.2,172.6,18.8,0.3,344.3,135.5,42.7,3.0,32.4,196.2,,,574.9,2.5,,4.6,5.2,,,,,,,,,,,
Beer Batter Fish Made Great,https://www.allrecipes.com/recipe/20107/beer-batter-fish-made-great/,,"Seafood ,Fish","This is a great beer batter fish recipe, and is very easy to do. We often fish all day with friends, and then cook the fish afterwards out on deck. Yummy and great!",4.26,787,819,"2 quarts vegetable oil for frying ; 8 (4 ounce) fillets cod ;  salt and pepper to taste ; 1 cup all-purpose flour ; 2 tablespoons garlic powder ; 2 tablespoons paprika ; 2 teaspoons salt ; 2 teaspoons ground black pepper ; 1 egg, beaten ; 1 (12 fluid ounce) can or bottle beer","Heat oil in a deep fryer to 365 degrees F (185 degrees C). Rinse fish, pat dry, and season with salt and pepper. Combine flour, garlic powder, paprika, 2 teaspoons salt, and 2 teaspoons pepper. Stir egg into dry ingredients. Gradually mix in beer until a thin batter is formed. You should be able to see the fish through the batter after it has been dipped. Dip fish fillets into the batter, then drop one at a time into hot oil. Fry fish, turning once, until both sides are golden brown. Drain on paper towels, and serve warm.",15 mins,15 mins,30 mins,8,8 servings,447.5,22.6,1.4,30.2,4.5,67.5,18.8,1.6,675.0,271.5,41.0,2.1,34.2,449.3,,,961.0,4.0,,3.6,43.9,0.2,,,,,,,,,,
Baked Dijon Salmon,https://www.allrecipes.com/recipe/21176/baked-dijon-salmon/,,"Main Dishes ,Seafood Main Dishes","This is a wonderful way to prepare fresh salmon fillets in the oven. Be sure to make extra, your family will be begging for more!",4.57,3659,3752,"¼ cup butter, melted ; 3 tablespoons Dijon mustard ; 1 ½ tablespoons honey ; ¼ cup dry bread crumbs ; ¼ cup finely chopped pecans ; 4 teaspoons chopped fresh parsley ; 4 (4 ounce) fillets salmon ;  salt and pepper to taste ; 1 lemon, for garnish","Preheat oven to 400 degrees F (200 degrees C). In a small bowl, stir together butter, mustard, and honey. Set aside. In another bowl, mix together bread crumbs, pecans, and parsley. Brush each salmon fillet lightly with honey mustard mixture, and sprinkle the tops of the fillets with the bread crumb mixture. Bake salmon 12 to 15 minutes in the preheated oven, or until it flakes easily with a fork. Season with salt and pepper, and garnish with a wedge of lemon.",20 mins,15 mins,35 mins,4,4 servings,421.9,17.6,7.2,29.0,10.2,96.6,24.3,2.3,480.3,261.1,52.6,1.2,46.8,500.2,,,527.8,13.5,,26.9,42.2,0.5,,,,,,,,,,
Hot Crab Dip,https://www.allrecipes.com/recipe/22560/hot-crab-dip/,,"Appetizers and Snacks ,Dips and Spreads Recipes","This delicious, addictive crab dip will have your family begging for more. Serve as an appetizer with onion or garlic crackers.",4.25,347,344,"2 (8 ounce) packages cream cheese, softened ; 4 tablespoons mayonnaise ; 2 cups shredded Cheddar cheese ; 2 (6 ounce) cans crabmeat ; 1 ½ tablespoons fresh lemon juice ; 2 teaspoons hot sauce ; 2 tablespoons Worcestershire sauce ;  paprika, for garnish","Preheat oven to 350 degrees F (175 degrees C). In a medium bowl, mix the cream cheese, mayonnaise, Cheddar cheese, crabmeat, lemon juice, hot sauce and Worcestershire sauce. Transfer to a shallow 9x13 inch baking dish. Garnish with paprika. Bake in the preheated oven 30 minutes, or until golden brown and bubbly.",10 mins,30 mins,40 mins,40,5 cups,80.9,0.6,0.2,7.0,3.8,26.3,4.0,,118.5,62.8,59.2,0.3,5.7,58.3,,,212.8,0.9,,0.8,6.3,,,,,,,,,,,
Baked Scallops,https://www.allrecipes.com/recipe/18234/baked-scallops/,,"Seafood ,Shellfish",Delicious baked scallops with butter and garlic. Bay scallops are the little ones and they tend to be sweeter tasting than sea scallops.,4.46,1233,1239,"4 tablespoons butter, melted ; 1 ½ pounds bay scallops, rinsed and drained ; ½ cup seasoned dry bread crumbs ; 1 teaspoon onion powder ; 1 teaspoon garlic powder ; ½ teaspoon paprika ; ½ teaspoon dried parsley ; 3 cloves garlic, minced ; ¼ cup grated Parmesan cheese","Preheat oven to 400 degrees F (200 degrees C). Pour melted butter into a 2 quart oval casserole dish. Distribute butter and scallops evenly inside the dish. Combine the bread crumbs, onion powder, garlic powder, paprika, parsley, minced garlic and Parmesan cheese. Sprinkle this mixture over the scallops. Bake in pre-heated oven until scallops are firm, about 20 minutes.",30 mins,20 mins,50 mins,4,4 servings,362.7,15.6,1.3,19.0,9.2,88.0,31.3,0.9,564.5,170.8,131.6,1.4,100.5,586.9,,,780.4,8.4,,5.8,41.2,0.1,,,,,,,,,,
Thick-Cut Bacon in the Oven,https://www.allrecipes.com/recipe/281936/thick-cut-bacon-in-the-oven/,,"Breakfast and Brunch ,Meat and Seafood",Make crispy bacon in the oven and never fry again!,0.0,0,0,16 slices thick-cut bacon,"Preheat the oven to 400 degrees F (200 degrees C). Line a rimmed baking sheet with aluminum foil and place a baking rack on top. Position bacon strips on the baking rack. Bake in the preheated oven until crispy, 15 to 20 minutes.",5 mins,15 mins,20 mins,8,16 slices,99.4,0.3,,7.7,2.5,20.2,6.8,,424.5,69.1,2.0,0.3,6.1,103.8,,,6.8,3.0,,,0.4,0.1,,,,,,,,,,
Classic Overnight Oats,https://www.allrecipes.com/recipe/269574/classic-overnight-oats/,,"Trusted Brands: Recipes and Tips ,Almond Breeze",Almond Breeze almondmilk and oats make a great no-cook oatmeal. Change it up with different almondmilk flavors and toppings.,4.64,22,22,1 ⅓ cups Almond Breeze Vanilla almondmilk ; 1 cup rolled oats ; ¼ cup granola (Optional); 3 tablespoons coarsely chopped Blue Diamond® Honey Roasted Almonds (Optional),"Stir together almondmilk and oats in a medium bowl. Spoon into 2 small bowls or canning jars if desired. Cover and refrigerate 8 hours to overnight, or for up to 3 days. Before eating, top with granola and almonds, if desired.",5 mins,,8 hrs 5 mins,2,2 jars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple Crumble Coffee Cake,https://www.allrecipes.com/recipe/280118/apple-crumble-coffee-cake/,,"Desserts ,Fruit Desserts","Finally, after all these years, I've come up with a solution for people who can't decide whether to make an apple crumble or coffee cake. This features the best things about both of those recipes. It's like baking a crumb-topped coffee cake on top of another coffee cake!",4.77,91,71,"2 teaspoons unsalted butter ; 2 cups all-purpose flour ; ½ teaspoon fine sea salt ; 1 teaspoon baking powder ; ¾ teaspoon baking soda ; 1 ½ cups finely chopped toasted walnuts ; ⅓ cup packed light brown sugar ; ⅓ cup white sugar ; ¼ teaspoon salt ; 1 teaspoon ground cinnamon ; 3 tablespoons unsalted butter, melted ; ½ cup unsalted butter, at room temperature ; 1 cup white sugar ; 2 large eggs ; 1 ½ teaspoons vanilla extract ; 1 cup plain yogurt ; 2 each Honeycrisp apples","Preheat oven to 350 degrees F (175 degrees C). Butter a 9x12-inch baking dish generously. Whisk flour, sea salt, baking powder, and baking soda together in a bowl. Set aside. Combine walnuts, brown sugar, white sugar, salt, cinnamon, and melted butter in a bowl. Mix until walnuts and sugar are thoroughly coated with butter. Cream butter and sugar together in another bowl with a spatula until well blended. Add 1 egg and whisk until mixture is smooth, 2 to 3 minutes. Whisk in second egg until thoroughly incorporated. Add vanilla extract and yogurt; whisk together. Add flour mixture to wet ingredients; whisk just until flour disappears. Do not overmix. Remove cores from apples. Cut across into 1/8- to 1/4-inch slices. Stack up a few slices, make 1 cut down the center, and dice across into cubes. Add to cake batter, folding in with a spatula until just combined. Spread 1/2 of the batter evenly into the bottom of the prepared baking dish. Scatter 1/2 of the crumble mixture evenly over the top. Top with the rest of the batter in dollops. Spread carefully to evenly distribute, trying not to disturb the crumbs. Top with the rest of the crumb mixture. Press crumbs into the batter very gently. Bake in the center of the preheated oven until a toothpick or bamboo skewer inserted into the center comes out clean, about 40 minutes. Let cool to room temperature, about 30 minutes, before slicing and serving.",25 mins,40 mins,1 hr 35 mins,8,1 9x12-inch cake,630.9,76.0,48.1,34.1,13.1,95.0,9.6,3.3,434.9,306.5,122.3,2.6,51.0,254.2,,,632.2,3.9,,2.0,89.0,0.3,,,,,,,,,,
J.P.'s Big Daddy Biscuits,https://www.allrecipes.com/recipe/7040/jps-big-daddy-biscuits/,,"Bread ,Quick Bread Recipes","This recipe will produce the biggest biscuits in the history of the world! Serve these gems with butter, preserves, honey, gravy or they can also be used as dinner rolls...you get the picture. The dough can also be prepared several hours, and up to a day ahead of time. If so, turn dough out onto aluminum foil that has been either floured, lightly buttered or lightly sprayed with cooking spray. Roll up foil until it is sealed, and refrigerate. Don't be surprised if your biscuits rise even higher because the baking powder has had more time to act in the dough. You may have to make a few batches before you get desired results: desired results equals huge mongo biscuits.",4.64,4487,4605,2 cups all-purpose flour ; 1 tablespoon baking powder ; 1 teaspoon salt ; 1 tablespoon white sugar ; ⅓ cup shortening ; 1 cup milk,"Preheat oven to 425 degrees F (220 degrees C). In a large bowl, whisk together the flour, baking powder, salt, and sugar. Cut in the shortening until the mixture resembles coarse meal. Gradually stir in milk until dough pulls away from the side of the bowl. Turn out onto a floured surface, and knead 15 to 20 times. Pat or roll dough out to 1 inch thick. Cut biscuits with a large cutter or juice glass dipped in flour. Repeat until all dough is used. Brush off the excess flour, and place biscuits onto an ungreased baking sheet. Bake for 13 to 15 minutes in the preheated oven, or until edges begin to brown.",30 mins,15 mins,45 mins,6,6 grand sized biscuits,282.0,36.4,4.1,12.6,3.4,3.3,5.6,1.1,648.9,113.4,189.2,2.2,14.3,106.2,,,76.9,3.6,,0.1,78.3,0.3,,,,,,,,,,
Christmas Brunch Casserole,https://www.allrecipes.com/recipe/15047/christmas-brunch-casserole/,,"Breakfast and Brunch ,Potatoes",This recipe is great to prepare on Christmas Eve and bake on the morning of Christmas Day.,4.41,483,487,"1 pound bacon ; 2 onions, chopped ; 2 cups fresh sliced mushrooms ; 1 tablespoon butter ; 4 cups frozen hash brown potatoes, thawed ; 1 teaspoon salt ; ¼ teaspoon garlic salt ; ½ teaspoon ground black pepper ; 4 eggs ; 1 ½ cups milk ; 1 pinch dried parsley ; 1 cup shredded Cheddar cheese","Place bacon in a large skillet. Cook over medium-high heat until evenly brown. Drain and set aside. Add the mushrooms and onion to the skillet; cook and stir until the onion has softened and turned translucent and the mushrooms are tender, about 5 minutes. Grease a 9x13-inch casserole dish with the tablespoon of butter. Place potatoes in bottom of prepared dish. Sprinkle with salt, garlic salt, and pepper. Top with crumbled bacon, then add the onions and mushrooms. In a mixing bowl, beat the eggs with the milk and parsley. Pour the beaten eggs over the casserole and top with grated cheese. Cover and refrigerate overnight. Preheat oven to 400 degrees F (200 degrees C). Bake in preheated oven for 1 hour or until set.",40 mins,1 hr,1 day,5,4 to 6 servings,493.8,31.9,6.3,28.6,12.7,217.3,28.1,2.9,1518.4,257.3,301.5,3.1,50.7,874.4,,,663.5,11.7,,14.5,45.4,0.4,,,,,,,,,,
Oven Scrambled Eggs,https://www.allrecipes.com/recipe/57459/oven-scrambled-eggs/,,"Breakfast and Brunch ,Eggs","These light and fluffy scrambled eggs are a snap to put together for a big crowd. I usually make 2 pans for our Christmas Brunch, and I never have much left over!",4.67,726,728,"½ cup butter or margarine, melted ; 24 eggs ; 2 ¼ teaspoons salt ; 2 ½ cups milk","Preheat the oven to 350 degrees F (175 degrees C). Pour melted butter into a glass 9x13 inch baking dish. In a large bowl, whisk together eggs and salt until well blended. Gradually whisk in milk. Pour egg mixture into the baking dish. Bake uncovered for 10 minutes, then stir, and bake an additional 10 to 15 minutes, or until eggs are set. Serve immediately.",10 mins,25 mins,35 mins,12,12 servings,236.2,3.2,3.2,18.6,8.6,396.4,14.3,,651.3,167.5,115.0,1.9,17.8,212.6,,,819.4,3.2,,0.1,49.8,0.1,,,,,,,,,,
Quick Almond Flour Pancakes,https://www.allrecipes.com/recipe/234702/quick-almond-flour-pancakes/,,"Breakfast and Brunch ,Pancake Recipes",These pancakes are a wonderful substitute for regular pancakes when you are watching your carbs! They are very filling and are on the dense side. This is a basic recipe can be tweaked. Any sweetener can be substituted for the maple syrup. Enjoy!,4.2,328,345,"1 cup almond flour ; ¼ cup water ; 2 eggs ; 1 tablespoon maple syrup ; ¼ teaspoon salt ; 1 teaspoon oil, or as needed","Whisk almond flour, water, eggs, maple syrup, and salt together in a bowl until batter is smooth. Heat oil in a skillet over medium heat; drop batter by large spoonfuls onto the griddle, and cook until bubbles form and the edges are dry, 3 to 5 minutes. Flip, and cook until browned on the other side, 3 to 5 minutes. Repeat with remaining batter.",10 mins,10 mins,20 mins,4,4 pancakes,240.3,10.1,4.3,19.0,2.2,93.0,9.7,3.3,181.2,171.3,17.1,0.5,3.9,43.9,,,121.8,0.7,,,11.8,,,,,,,,,,,
name,url,img_url,category,summary,rating,rating_count,review_count,ingredients,directions,prep,cook,total,servings,yield,calories,carbohydrates_g,sugars_g,fat_g,saturated_fat_g,cholesterol_mg,protein_g,dietary_fiber_g,sodium_mg,calories_from_fat,calcium_mg,iron_mg,magnesium_mg,potassium_mg,zinc_mg,phosphorus_mg,vitamin_a_iu_IU,niacin_equivalents_mg,vitamin_b6_mg,vitamin_c_mg,folate_mcg,thiamin_mg,riboflavin_mg,vitamin_e_iu_IU,vitamin_k_mcg,biotin_mcg,vitamin_b12_mcg,mono_fat_g,poly_fat_g,trans_fatty_acid_g,omega_3_fatty_acid_g,omega_6_fatty_acid_g
Dessert Crepes,https://www.allrecipes.com/recipe/19037/dessert-crepes/,,"Breakfast and Brunch ,Crepes","Essential crepe recipe. Sprinkle warm crepes with sugar and lemon, or serve with cream or ice cream and fruit.",4.8,1173,1270,"4 eggs, lightly beaten ; 1 ⅓ cups milk ; 2 tablespoons butter, melted ; 1 cup all-purpose flour ; 2 tablespoons white sugar ; ½ teaspoon salt","In large bowl, whisk together eggs, milk, melted butter, flour sugar and salt until smooth. Heat a medium-sized skillet or crepe pan over medium heat. Grease pan with a small amount of butter or oil applied with a brush or paper towel. Using a serving spoon or small ladle, spoon about 3 tablespoons crepe batter into hot pan, tilting the pan so that bottom surface is evenly coated. Cook over medium heat, 1 to 2 minutes on a side, or until golden brown. Serve immediately.",10 mins,10 mins,20 mins,8,8 crepes,163.8,17.2,5.3,7.7,3.4,111.1,6.4,0.4,234.5,69.0,65.6,1.2,11.2,115.4,,,347.8,2.3,,0.1,43.5,0.2,,,,,,,,,,
Grandma's Best Pot Roast,https://www.allrecipes.com/recipe/283628/grandmas-best-pot-roast/,,"Main Dishes ,Beef","The simplest and best pot roast recipe ever, straight from my grandma's kitchen!",0.0,0,1,"1 (3 pound) bottom round roast ; 1 large yellow onion, roughly chopped ; ¼ teaspoon salt, or to taste ; ¼ teaspoon ground black pepper, or to taste ; ¼ teaspoon garlic powder, or to taste ; 1 cup water ; 1 tablespoon all-purpose flour","Preheat the oven to 400 degrees F (200 degrees C). Trim excess fat from roast, leaving about 1/4 inch fat. Liberally season all sides with salt, pepper, and garlic powder. Place roast, fat-side up, in a Dutch oven. Place onions on and around the roast. Cover and bake until aromatic, about 1 1/2 hours. Reduce heat to 350 degrees F (175 degrees C) and continue to bake, turning the meat every 30 minutes and keeping covered, until roast is browned and cooked through, about 3 hours more. An instant-read thermometer inserted in the thickest part of the roast should read 145 degrees F (65 degrees C). Check tenderness of roast with a fork; if not tender enough, add additional cook time in 30-minute increments until meat easily falls apart. Remove from the oven and transfer roast to a cutting board. Tent with foil and let rest for at least 20 minutes. Meanwhile, whisk water and flour together in a small bowl. Place the Dutch oven, uncovered, on the stovetop over medium heat. Smash the remaining onion pieces and stir, being careful not to let the gravy burn. Slowly add water-flour mixture, whisking until cooked through and desired thickness is achieved. Slice roast and serve alongside gravy.",10 mins,4 hrs 30 mins,5 hrs,6,6 servings,236.5,3.5,1.1,8.8,3.2,98.2,33.7,0.5,142.8,79.4,15.6,2.8,25.2,309.4,,,0.8,9.7,,1.9,17.1,0.1,,,,,,,,,,
Classic Waffles,https://www.allrecipes.com/recipe/20513/classic-waffles/,,"Breakfast and Brunch ,Waffle Recipes","A lovely, crispy waffle perfect for the morning.",4.54,3795,4141,"2 cups all-purpose flour ; 1 teaspoon salt ; 4 teaspoons baking powder ; 2 tablespoons white sugar ; 2 eggs ; 1 ½ cups warm milk ; ⅓ cup butter, melted ; 1 teaspoon vanilla extract","In a large bowl, mix together flour, salt, baking powder and sugar; set aside. Preheat waffle iron to desired temperature. In a separate bowl, beat the eggs. Stir in the milk, butter and vanilla. Pour the milk mixture into the flour mixture; beat until blended. Ladle the batter into a preheated waffle iron. Cook the waffles until golden and crisp. Serve immediately.",10 mins,15 mins,25 mins,5,10 to 12 waffles,379.0,47.6,8.8,16.2,9.4,112.8,10.2,1.4,899.1,145.8,267.3,3.0,22.6,195.8,,,613.9,5.1,,0.1,105.0,0.4,,,,,,,,,,
Copycat Panera® Broccoli Cheddar Soup,https://www.allrecipes.com/recipe/235874/copycat-panera-broccoli-cheddar-soup/,,"Soups, Stews and Chili Recipes ,Soup Recipes","My husband loves Panera® broccoli cheddar soup but it went up in price and therefore we set out on a hunt to create the perfect broccoli cheddar soup. Here is what we came up with. There are tons of variations and options to make this soup your own. You can add extra veggies, different cheeses, garlic to your onions, a little nutmeg to the finished soup, green onions, sour cream, etc. The list goes on and on. Make it your own! Serve topped with cheese!",4.52,1673,1783,"1 tablespoon butter ; ½ onion, chopped ; ¼ cup melted butter ; ¼ cup flour ; 2 cups milk ; 2 cups chicken stock ; 1 ½ cups coarsely chopped broccoli florets ; 1 cup matchstick-cut carrots ; 1 stalk celery, thinly sliced ; 2 ½ cups shredded sharp Cheddar cheese ;  salt and ground black pepper to taste","Melt 1 tablespoon butter in a skillet over medium-high heat. Saute onion in hot butter until translucent, about 5 minutes. Set aside. Whisk 1/4 cup melted butter and flour together in a large saucepan over medium-low heat. Continue to whisk and cook , adding 1 to 2 tablespoons of milk if necessary to keep the flour from burning, 3 to 4 minutes. Gradually pour milk into flour mixture while whisking constantly. Stir chicken stock into milk mixture. Bring to a simmer; cook until mixture is thickened, about 20 minutes. Add broccoli, carrots, sauteed onion, and celery; simmer until vegetables are tender, about 20 minutes. Stir Cheddar cheese into vegetable mixture until cheese melts. Season with salt and pepper to taste.",15 mins,50 mins,1 hr 5 mins,8,8 servings,304.4,10.7,5.0,23.0,14.4,70.5,14.3,1.3,624.0,206.7,403.3,0.7,27.2,277.1,,,3446.7,3.4,,17.6,36.5,0.1,,,,,,,,,,
Artichoke Chicken Casserole,https://www.allrecipes.com/recipe/228451/artichoke-chicken-casserole/,,"Meat and Poultry ,Chicken",My husband and 4-year-old son love this recipe. We have it for dinner at least twice a month. This dish is great over orzo pasta with steamed broccoli or asparagus on the side.,4.43,185,154,"1 cup grated Parmesan cheese ; 1 cup light mayonnaise ; 1 pinch garlic powder, or to taste ; 4 (4 ounce) skinless, boneless chicken breast halves ; 1 (14 ounce) can artichoke hearts, drained ; 1 (8 ounce) package crimini mushrooms, sliced","Preheat oven to 350 degrees F (175 degrees C). Mix Parmesan cheese, mayonnaise, and garlic powder together in a bowl. Arrange chicken breasts in a 9x13-inch baking dish; top with artichoke hearts and crimini mushrooms. Spread cheese mixture over the artichoke and mushroom layer. Bake in the preheated oven until the chicken no longer pink in the center and the juices run clear, about 30 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).",15 mins,30 mins,45 mins,4,4 servings,457.5,14.2,2.8,28.3,7.4,103.2,36.4,3.4,1151.8,254.6,238.2,1.6,31.0,246.3,,,450.6,16.6,,7.8,7.4,0.1,,,,,,,,,,
Simple Macaroni and Cheese,https://www.allrecipes.com/recipe/238691/simple-macaroni-and-cheese/,,"Main Dishes ,Pasta","A very quick and easy fix to a tasty side-dish. Fancy, designer mac and cheese often costs forty or fifty dollars to prepare when you have so many exotic and expensive cheeses, but they aren't always the best tasting. This recipe is cheap and tasty.",4.42,867,877,1 (8 ounce) box elbow macaroni ; ¼ cup butter ; ¼ cup all-purpose flour ; ½ teaspoon salt ;  ground black pepper to taste ; 2 cups milk ; 2 cups shredded Cheddar cheese,"Bring a large pot of lightly salted water to a boil. Cook elbow macaroni in the boiling water, stirring occasionally until cooked through but firm to the bite, 8 minutes. Drain. Melt butter in a saucepan over medium heat; stir in flour, salt, and pepper until smooth, about 5 minutes. Slowly pour milk into butter-flour mixture while continuously stirring until mixture is smooth and bubbling, about 5 minutes. Add Cheddar cheese to milk mixture and stir until cheese is melted, 2 to 4 minutes. Fold macaroni into cheese sauce until coated.",10 mins,20 mins,30 mins,4,4 servings,630.2,55.0,7.6,33.6,20.9,99.6,26.5,2.1,777.0,302.2,567.9,2.7,61.8,380.0,,,1152.0,10.1,,0.3,165.6,0.7,,,,,,,,,,
Out of this World Turkey Brine,https://www.allrecipes.com/recipe/85839/out-of-this-world-turkey-brine/,,"Meat and Poultry ,Turkey","Best brine for smoked turkey around. This recipe was given to me by my uncle. He is always smoking meat. EDITOR'S NOTE: This recipe uses canning or kosher salt, not table salt. Using table salt in this amount will make the brine too salty.",4.83,849,836,2 gallons water ; 1 ½ cups canning salt ; 3 tablespoons minced garlic ; 1 tablespoon ground black pepper ; ¼ cup Worcestershire sauce ; ⅓ cup brown sugar,"In a food-grade large bucket or container large enough to hold your turkey, mix together the water, salt, garlic, pepper, Worcestershire sauce and brown sugar. Store in a refrigerator, and soak turkey for 2 days before smoking or roasting.",,,,12,12 Servings,32.1,8.1,6.5,0.0,0.0,0.0,0.2,0.2,13913.4,,44.8,0.7,9.5,77.7,0.1,7.8,6.3,0.1,,1.5,0.6,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,,
Roasted Turkey Legs,https://www.allrecipes.com/recipe/84456/roasted-turkey-legs/,,"Meat and Poultry ,Turkey","This is a great way to have a small scale turkey dinner anytime of the year. Serve with rice, noodles, or dressing. This recipe can also be increased very easily.",4.43,115,117,"3 stalks celery stalks, cut in thirds ; 3 turkey legs ; 6 tablespoons butter ;  salt to taste ; ½ cup water, or as needed","Preheat the oven to 350 degrees F (175 degrees C). Rinse the turkey legs and pat dry. Stand the turkey legs upright (as if the turkey were standing). Press a knife downward into the deep tissue, creating 2 or 3 long pockets. Press a piece of celery into each opening. Pull back the skin on the legs, rub with butter, and season with a little salt. Put the skin back into place, rub with more butter, and season lightly with salt. Lay the legs in a roasting pan. Roast uncovered for 1 1/2 to 2 hours, until the legs are golden brown and the internal temperature is 180 degrees F (82 degrees C) when taken with a meat thermometer. Add more water if needed while roasting, and baste occasionally with the juices or butter.",15 mins,2 hrs,2 hrs 15 mins,3,3 servings,643.1,1.2,0.7,36.9,18.9,239.4,73.1,0.6,399.4,332.0,81.4,6.7,66.1,752.8,,,889.3,21.9,,1.2,38.2,0.2,,,,,,,,,,
