name,url,img_data_url,category,summary,rating,rating_count,review_count,ingredients,directions,prep,cook,total,servings,yield,calories,carbohydrates_g,sugars_g,fat_g,saturated_fat_g,cholesterol_mg,protein_g,dietary_fiber_g,sodium_mg,calories_from_fat,calcium_mg,iron_mg,magnesium_mg,potassium_mg,zinc_mg,phosphorus_mg,vitamin_a_iu_IU,niacin_equivalents_mg,vitamin_b6_mg,vitamin_c_mg,folate_mcg,thiamin_mg,riboflavin_mg,vitamin_e_iu_IU,vitamin_k_mcg,biotin_mcg,vitamin_b12_mcg,mono_fat_g,poly_fat_g,trans_fatty_acid_g,omega_3_fatty_acid_g,omega_6_fatty_acid_g
Apple Crisp II,https://www.allrecipes.com/recipe/12409/apple-crisp-ii/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2021%2F08%2F02%2F277070-Apple-Crisp-II-Photo-by-Jennifer-Baker-2000.jpg,"Desserts,Crisps and Crumbles Recipes",A simple dessert that's great served with ice cream.,4.7,8011,8348,"10 cups all-purpose apples, peeled, cored and sliced , 1 cup white sugar , 1 tablespoon all-purpose flour , 1 teaspoon ground cinnamon , ½ cup water , 1 cup quick-cooking oats , 1 cup all-purpose flour , 1 cup packed brown sugar , ¼ teaspoon baking powder , ¼ teaspoon baking soda , ½ cup butter, melted","Preheat oven to 350 degrees F (175 degree C). Place the sliced apples in a 9x13 inch pan. Mix the white sugar, 1 tablespoon flour and ground cinnamon together, and sprinkle over apples. Pour water evenly over all. Combine the oats, 1 cup flour, brown sugar, baking powder, baking soda and melted butter together. Crumble evenly over the apple mixture. Bake at 350 degrees F (175 degrees C) for about 45 minutes.",30 mins,45 mins,1 hr 20 mins,12,1 9x13-inch pan,316.0,60.5,44.1,8.4,5.0,20.3,2.4,3.3,97.9,75.4,36.2,1.1,18.4,162.3,,,286.4,1.3,,4.2,25.6,0.2,,,,,,,,,,
Simple Macaroni and Cheese,https://www.allrecipes.com/recipe/238691/simple-macaroni-and-cheese/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2021%2F11%2F17%2F238691-simple-mac-and-cheese-DivergentB-2x1-1.jpg,"Main Dishes,Pasta","A very quick and easy fix to a tasty side-dish. Fancy, designer mac and cheese often costs forty or fifty dollars to prepare when you have so many exotic and expensive cheeses, but they aren't always the best tasting. This recipe is cheap and tasty.",4.42,867,877,"1 (8 ounce) box elbow macaroni , ¼ cup butter , ¼ cup all-purpose flour , ½ teaspoon salt ,  ground black pepper to taste , 2 cups milk , 2 cups shredded Cheddar cheese","Bring a large pot of lightly salted water to a boil. Cook elbow macaroni in the boiling water, stirring occasionally until cooked through but firm to the bite, 8 minutes. Drain. Melt butter in a saucepan over medium heat; stir in flour, salt, and pepper until smooth, about 5 minutes. Slowly pour milk into butter-flour mixture while continuously stirring until mixture is smooth and bubbling, about 5 minutes. Add Cheddar cheese to milk mixture and stir until cheese is melted, 2 to 4 minutes. Fold macaroni into cheese sauce until coated.",10 mins,20 mins,30 mins,4,4 servings,630.2,55.0,7.6,33.6,20.9,99.6,26.5,2.1,777.0,302.2,567.9,2.7,61.8,380.0,,,1152.0,10.1,,0.3,165.6,0.7,,,,,,,,,,
Dessert Crepes,https://www.allrecipes.com/recipe/19037/dessert-crepes/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4511555.jpg,"Breakfast and Brunch,Crepes","Essential crepe recipe. Sprinkle warm crepes with sugar and lemon, or serve with cream or ice cream and fruit.",4.8,1173,1270,"4 eggs, lightly beaten , 1 ⅓ cups milk , 2 tablespoons butter, melted , 1 cup all-purpose flour , 2 tablespoons white sugar , ½ teaspoon salt","In large bowl, whisk together eggs, milk, melted butter, flour sugar and salt until smooth. Heat a medium-sized skillet or crepe pan over medium heat. Grease pan with a small amount of butter or oil applied with a brush or paper towel. Using a serving spoon or small ladle, spoon about 3 tablespoons crepe batter into hot pan, tilting the pan so that bottom surface is evenly coated. Cook over medium heat, 1 to 2 minutes on a side, or until golden brown. Serve immediately.",10 mins,10 mins,20 mins,8,8 crepes,163.8,17.2,5.3,7.7,3.4,111.1,6.4,0.4,234.5,69.0,65.6,1.2,11.2,115.4,,,347.8,2.3,,0.1,43.5,0.2,,,,,,,,,,
Debbie's Amazing Apple Bread,https://www.allrecipes.com/recipe/231288/debbies-amazing-apple-bread/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1052046.jpg,"Bread,Quick Bread Recipes","I was given this recipe years ago by my friend Debbie. I've had it written down on a torn piece of paper for years and decided today that this recipe needs to be on AllRecipes. It is a moist, sweet, and delicious bread with a crispy crust. By far my favorite bread recipe!",4.11,344,328,"2 eggs , 2 cups white sugar , ½ cup vegetable oil , 2 teaspoons vanilla extract , 2 cups apples, peeled and diced , 2 cups all-purpose flour , 1 ½ teaspoons salt , 1 teaspoon baking powder , ½ teaspoon ground cinnamon, or more to taste","Preheat oven to 350 degrees F (175 degrees C). Grease a loaf pan. Beat eggs, sugar, vegetable oil, and vanilla extract in a mixing bowl; add apples. Mix flour, salt, baking powder, and cinnamon in a separate bowl; add to apple mixture and stir just until evenly combined into a thick batter. Pour batter into the prepared loaf pan. Bake in the preheated oven for 45 minutes. Cover loaf pan with aluminum foil; continue baking until a toothpick inserted into the center comes out clean, about 15 minutes more. Cool in the pan for 10 minutes before removing to cool completely on a wire rack.",15 mins,1 hr,1 hr 15 mins,10,1 loaf,372.5,62.9,42.8,12.2,2.1,37.2,3.9,1.3,412.4,109.7,39.4,1.4,8.3,69.6,,,62.5,2.3,,1.2,51.2,0.2,,,,,,,,,,
Hot Water Cornbread,https://www.allrecipes.com/recipe/6953/hot-water-cornbread/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6067388.jpg,"Bread,Quick Bread Recipes","This is a very old-fashioned recipe. The cornbread is shaped into little cakes and fried, rather than baked. They are served with maple syrup or honey.",4.34,184,198,"1 cup cornmeal , 1 teaspoon salt , 1 teaspoon white sugar , 1 tablespoon shortening , ¾ cup boiling water","In a medium bowl, combine cornmeal, salt, and sugar. Add boiling water and shortening; stir until shortening melts. Pour oil or bacon fat to a depth of 1/2 inch in a large skillet and heat to 375 degrees F (190 degrees C). Shape cornmeal mixture into flattened balls using a heaping tablespoon as a measuring guide. Fry each in hot oil, turning once, until crisp and golden brown, about 5 minutes. Drain on paper towels. Serve at once with maple syrup or honey.",5 mins,10 mins,15 mins,6,12 cakes,95.2,16.3,0.8,2.9,0.6,,1.7,1.5,395.6,25.8,2.4,0.7,26.1,58.7,,,43.5,0.9,,,5.1,0.1,,,,,,,,,,
Amazingly Easy Irish Soda Bread,https://www.allrecipes.com/recipe/16947/amazingly-easy-irish-soda-bread/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F-0001%2F11%2F30%2F995189.jpg,"Bread,Quick Bread Recipes",A good old fashioned soda bread with just the basic ingredients. Buttermilk gives this crusty loaf a good flavor. The best Irish soda bread around!,4.47,1595,1656,"4 cups all-purpose flour , 4 tablespoons white sugar , 1 teaspoon baking soda , 1 tablespoon baking powder , ½ teaspoon salt , ½ cup margarine, softened , 1 cup buttermilk , 1 egg , ¼ cup butter, melted , ¼ cup buttermilk","Preheat oven to 375 degrees F (190 degrees C). Lightly grease a large baking sheet. In a large bowl, mix together flour, sugar, baking soda, baking powder, salt and margarine. Stir in 1 cup of buttermilk and egg. Turn dough out onto a lightly floured surface and knead slightly. Form dough into a round and place on prepared baking sheet. In a small bowl, combine melted butter with 1/4 cup buttermilk; brush loaf with this mixture. Use a sharp knife to cut an 'X' into the top of the loaf. Bake in preheated oven until a toothpick inserted into the center of the loaf comes out clean, 45 to 50 minutes. Check for doneness after 30 minutes. You may continue to brush the loaf with the butter mixture while it bakes.",15 mins,50 mins,1 hr 5 mins,20,1 1 1/2 pound loaf,171.6,22.5,3.3,7.5,2.5,16.0,3.5,0.7,269.1,67.4,53.0,1.3,7.8,56.2,,,289.7,2.2,,0.2,47.8,0.2,,,,,,,,,,
Absolute Mexican Cornbread,https://www.allrecipes.com/recipe/24209/absolute-mexican-cornbread/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2021%2F11%2F09%2F24209-absolute-mexican-cornbread-sunnydaysnora-2x1-1.jpg,"Bread,Quick Bread Recipes","This has got to be the tastiest and the most moist cornbread I have ever made. It is the most requested thing I cook, so I am sharing it. Don't let the ingredients fool you. It's unbelievable.",4.56,1348,1343,"1 cup butter, melted , 1 cup white sugar , 4 eggs , 1 (15 ounce) can cream-style corn , ½ (4 ounce) can chopped green chile peppers, drained , ½ cup shredded Monterey Jack cheese , ½ cup shredded Cheddar cheese , 1 cup all-purpose flour , 1 cup yellow cornmeal , 4 teaspoons baking powder , ¼ teaspoon salt","Preheat oven to 300 degrees F (150 degrees C). Lightly grease a 9x13 inch baking dish. In a large bowl, beat together butter and sugar. Beat in eggs one at a time. Blend in cream corn, chiles, Monterey Jack and Cheddar cheese. In a separate bowl, stir together flour, cornmeal, baking powder and salt. Add flour mixture to corn mixture; stir until smooth. Pour batter into prepared pan. Bake in preheated oven for 1 hour, until a toothpick inserted into center of the pan comes out clean.",15 mins,1 hr,1 hr 15 mins,6,6 servings,742.7,83.6,37.0,40.9,24.4,223.6,14.5,2.6,1050.7,368.4,305.1,3.3,38.1,254.1,,,1450.5,6.0,,10.0,144.9,0.4,,,,,,,,,,
Banana Crumb Muffins,https://www.allrecipes.com/recipe/17652/banana-crumb-muffins/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F-0001%2F11%2F30%2F428420.jpg,"Bread,Quick Bread Recipes",The crumb topping is what makes these banana muffins stand apart from the ordinary. They're scrumptious!,4.81,14592,15545,"1 ½ cups all-purpose flour , 1 teaspoon baking soda , 1 teaspoon baking powder , ½ teaspoon salt , 3 bananas, mashed , ¾ cup white sugar , 1 egg, lightly beaten , ⅓ cup butter, melted , ⅓ cup packed brown sugar , 2 tablespoons all-purpose flour , ⅛ teaspoon ground cinnamon , 1 tablespoon butter","Preheat oven to 375 degrees F (190 degrees C). Lightly grease 10 muffin cups, or line with muffin papers. In a large bowl, mix together 1 1/2 cups flour, baking soda, baking powder and salt. In another bowl, beat together bananas, sugar, egg and melted butter. Stir the banana mixture into the flour mixture just until moistened. Spoon batter into prepared muffin cups. In a small bowl, mix together brown sugar, 2 tablespoons flour and cinnamon. Cut in 1 tablespoon butter until mixture resembles coarse cornmeal. Sprinkle topping over muffins. Bake in preheated oven for 18 to 20 minutes, until a toothpick inserted into center of a muffin comes out clean.",15 mins,20 mins,35 mins,10,10 muffins,263.3,46.0,26.5,8.1,4.8,37.9,3.2,1.5,352.5,72.9,43.3,1.2,15.6,167.6,,,271.7,2.1,,3.1,46.9,0.2,,,,,,,,,,
Sweet Potato Bread I,https://www.allrecipes.com/recipe/6666/sweet-potato-bread-i/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F620196.jpg,"Bread,Quick Bread Recipes",A Southern delight with a 'more-ish' taste. One bite and you want more! This bread freezes well.,4.71,529,545,"1 ½ cups white sugar , ½ cup vegetable oil , 2 eggs , 1 ¾ cups sifted all-purpose flour , 1 teaspoon baking soda , ¼ teaspoon salt , ½ teaspoon ground cinnamon , ½ teaspoon ground nutmeg , ⅓ cup water , 1 cup cooked and mashed sweet potatoes , ½ cup chopped pecans","Combine sugar and oil; beat well. Add eggs and beat. Combine flour, baking soda, salt, cinnamon and nutmeg. Stir flour mixture into egg mixture alternately with water. Stir in sweet potatoes and chopped nuts. Pour batter into greased 9x5 inch loaf pan (or 2 small loaf pans). Bake at 350 degrees F (175 degrees C) for about one hour.",,,,12,1 - 9 x 5 inch loaf,303.3,43.2,26.4,13.5,1.8,31.0,3.7,1.6,171.4,121.6,18.1,1.2,15.3,129.8,,,3246.5,2.2,,3.3,39.4,0.2,,,,,,,,,,
Bacon-Wrapped Jalapeno Poppers,https://www.allrecipes.com/recipe/233603/bacon-wrapped-jalapeno-poppers/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2017%2F06%2F1126580-Bacon-Wrapped-Jalapeno-Poppers-233603-hungryallweighs-resize.jpg,"Appetizers and Snacks,Vegetable",Better than the typical poppers.,4.68,440,478,"½ cup cream cheese , ½ cup shredded sharp Cheddar cheese , 12 jalapeno peppers, halved lengthwise, seeds and membranes removed , 12 slices bacon","Preheat oven to 400 degrees F (200 degrees C). Line a baking sheet with aluminum foil. Mix cream cheese and Cheddar cheese together in a bowl until evenly blended. Fill each jalapeno half with the cheese mixture. Put halves back together and wrap each stuffed pepper with a slice of bacon. Arrange bacon-wrapped peppers on the prepared baking sheet. Bake in the preheated oven until bacon is crispy, about 15 minutes.",15 mins,15 mins,30 mins,6,12 appetizers,213.0,2.5,1.0,17.7,8.8,51.3,11.0,0.7,539.5,159.3,88.2,0.8,15.2,196.0,,,585.1,4.1,,12.4,17.7,0.2,,,,,,,,,,
Bannock,https://www.allrecipes.com/recipe/6919/bannock/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5189647.jpg,"Bread,Quick Bread Recipes",Our ancestors made this bread when on the trail. Try throwing in blueberries or raisins for added flavor.,4.4,217,216,"3 cups all-purpose flour , 1 teaspoon salt , 2 tablespoons baking powder , ¼ cup butter, melted , 1 ½ cups water","Measure flour, salt, and baking powder into a large bowl. Stir to mix. Pour melted butter and water over flour mixture. Stir with fork to make a ball. Turn dough out on a lightly floured surface, and knead gently about 10 times. Pat into a flat circle 3/4 to 1 inch thick. Cook in a greased frying pan over medium heat, allowing about 15 minutes for each side. Use two lifters for easy turning. May also be baked on a greased baking sheet at 350 degrees F (175 degrees C) for 25 to 30 minutes.",10 mins,30 mins,40 mins,12,1 loaf,148.9,24.5,0.1,4.1,2.5,10.2,3.3,0.8,465.5,37.3,141.1,1.7,7.6,35.1,,,118.2,2.5,,,57.3,0.2,,,,,,,,,,
Slow Cooker Chicken and Dumplings,https://www.allrecipes.com/recipe/8941/slow-cooker-chicken-and-dumplings/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2017%2F09%2F806223-Slow-Cooker-Chicken-and-Dumplings-photo-by-KGora1.jpg,"Soups, Stews and Chili Recipes,Soup Recipes","This is an easy slow cooker recipe that cooks while you are at work! It is wonderful on a cold, snowy day. I have four children who are picky eaters, and they LOVE this! Enjoy!",4.37,9825,9909,"4 skinless, boneless chicken breast halves , 2 tablespoons butter , 2 (10.75 ounce) cans condensed cream of chicken soup , 1 onion, finely diced , 2 (10 ounce) packages refrigerated biscuit dough, torn into pieces","Place the chicken, butter, soup, and onion in a slow cooker, and fill with enough water to cover. Cover, and cook for 5 to 6 hours on High. About 30 minutes before serving, place the torn biscuit dough in the slow cooker. Cook until the dough is no longer raw in the center.",10 mins,6 hrs,6 hrs 10 mins,8,8 servings,384.6,37.0,6.2,18.0,5.8,44.8,18.1,0.7,1244.6,162.3,55.5,2.9,25.9,245.6,,,240.9,9.4,,1.1,45.3,0.3,,,,,,,,,,
Quick and Easy Chicken Noodle Soup,https://www.allrecipes.com/recipe/26460/quick-and-easy-chicken-noodle-soup/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2014%2F12%2F4545057.jpg,"Soups, Stews and Chili Recipes,Soup Recipes","When you don't have time to make your soup totally from scratch, this is a very easy, very good substitute.",4.73,3388,3641,"1 tablespoon butter , ½ cup chopped onion , ½ cup chopped celery , 4 (14.5 ounce) cans chicken broth , 1 (14.5 ounce) can vegetable broth , ½ pound chopped cooked chicken breast , 1 ½ cups egg noodles , 1 cup sliced carrots , ½ teaspoon dried basil , ½ teaspoon dried oregano ,  salt and pepper to taste","In a large pot over medium heat, melt butter. Cook onion and celery in butter until just tender, 5 minutes. Pour in chicken and vegetable broths and stir in chicken, noodles, carrots, basil, oregano, salt and pepper. Bring to a boil, then reduce heat and simmer 20 minutes before serving.",10 mins,20 mins,30 mins,6,6 servings,161.5,12.1,3.7,6.1,2.1,46.4,13.4,1.6,1356.8,54.6,30.5,1.0,18.1,174.4,,,3918.7,5.8,,2.0,28.0,0.1,,,,,,,,,,
Chicken Parmesan,https://www.allrecipes.com/recipe/223042/chicken-parmesan/,,"Main Dishes,Chicken","My version of chicken parmesan is a little different than what they do in the restaurants, with less sauce and a crispier crust.",4.83,4346,4901,"4 skinless, boneless chicken breast halves ,  salt and freshly ground black pepper to taste , 2 eggs , 1 cup panko bread crumbs, or more as needed , ½ cup grated Parmesan cheese , 2 tablespoons all-purpose flour, or more if needed , 1 cup olive oil for frying , ½ cup prepared tomato sauce , ¼ cup fresh mozzarella, cut into small cubes , ¼ cup chopped fresh basil , ½ cup grated provolone cheese , ¼ cup grated Parmesan cheese , 1 tablespoon olive oil","Preheat an oven to 450 degrees F (230 degrees C). Place chicken breasts between two sheets of heavy plastic (resealable freezer bags work well) on a solid, level surface. Firmly pound chicken with the smooth side of a meat mallet to a thickness of 1/2-inch. Season chicken thoroughly with salt and pepper. Beat eggs in a shallow bowl and set aside. Mix bread crumbs and 1/2 cup Parmesan cheese in a separate bowl, set aside. Place flour in a sifter or strainer; sprinkle over chicken breasts, evenly coating both sides. Dip flour coated chicken breast in beaten eggs. Transfer breast to breadcrumb mixture, pressing the crumbs into both sides. Repeat for each breast. Set aside breaded chicken breasts for about 15 minutes. Heat 1 cup olive oil in a large skillet on medium-high heat until it begins to shimmer. Cook chicken until golden, about 2 minutes on each side. The chicken will finish cooking in the oven. Place chicken in a baking dish and top each breast with about 1/3 cup of tomato sauce. Layer each chicken breast with equal amounts of mozzarella cheese, fresh basil, and provolone cheese. Sprinkle 1 to 2 tablespoons of Parmesan cheese on top and drizzle with 1 tablespoon olive oil. Bake in the preheated oven until cheese is browned and bubbly, and chicken breasts are no longer pink in the center, 15 to 20 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).",25 mins,20 mins,1 hr,4,4 servings,470.8,24.8,1.7,24.9,9.1,186.7,42.1,0.6,840.3,223.8,380.2,2.1,44.4,388.9,,,628.4,18.9,,2.6,30.9,0.1,,,,,,,,,,
Dad's Leftover Turkey Pot Pie,https://www.allrecipes.com/recipe/215447/dads-leftover-turkey-pot-pie/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2021%2F10%2F28%2F215447-dads-leftover-turkey-pot-pie-2x1-LSH-2000.jpg,"Main Dishes,Savory Pie Recipes",Turkey pot pie like you have never tasted before. It won't last long.,4.91,1382,1387,"2 cups frozen peas and carrots , 2 cups frozen green beans , 1 cup sliced celery , ⅔ cup butter , ⅔ cup chopped onion , ⅔ cup all-purpose flour , 1 teaspoon salt , 1 teaspoon ground black pepper , ½ teaspoon celery seed , ½ teaspoon onion powder , ½ teaspoon Italian seasoning , 1 ¾ cups chicken broth , 1 ⅓ cups milk , 4 cups cubed cooked turkey meat - light and dark meat mixed , 4 (9 inch) unbaked pie crusts","Preheat an oven to 425 degrees F (220 degrees C). Place the peas and carrots, green beans, and celery into a saucepan; cover with water, bring to a boil, and simmer over medium-low heat until the celery is tender, about 8 minutes. Drain the vegetables in a colander set in the sink, and set aside. Melt the butter in a saucepan over medium heat, and cook the onion until translucent, about 5 minutes. Stir in 2/3 cup of flour, salt, black pepper, celery seed, onion powder, and Italian seasoning; slowly whisk in the chicken broth and milk until the mixture comes to a simmer and thickens. Remove from heat; stir the cooked vegetables and turkey meat into the filling until well combined. Fit 2 pie crusts into the bottom of 2 9-inch pie dishes. Spoon half the filling into each pie crust, then top each pie with another crust. Pinch and roll the top and bottom crusts together at the edge of each pie to seal, and cut several small slits into the top of the pies with a sharp knife to release steam. Bake in the preheated oven until the crusts are golden brown and the filling is bubbly, 30 to 35 minutes. If the crusts are browning too quickly, cover the pies with aluminum foil after about 15 minutes. Cool for 10 minutes before serving.",30 mins,50 mins,1 hr 30 mins,12,2 9-inch pot pies,538.5,39.5,2.5,33.2,12.6,64.7,20.4,4.2,650.7,299.2,75.5,3.5,32.2,322.6,,,2845.9,9.1,,5.6,78.5,0.4,,,,,,,,,,
Spicy Breakfast Quesadillas,https://www.allrecipes.com/recipe/282702/spicy-breakfast-quesadillas/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9378393.jpg,"World Cuisine,Latin American","A spicy and fun breakfast or brunch your whole family will love, with sausage, egg, cheese, and green onions. This is such a versatile dish. I basically make them with whatever I have on hand at the time. Serve with salsa, hot sauce, and sour cream, if desired.",0.0,0,1,"cooking spray , 2 (4 ounce) links spicy pork breakfast sausage , 3 large eggs , 2 tablespoons milk , 3 tablespoons chopped green onions ,  salt and ground black pepper to taste , 4 (6 inch) flour tortillas , 2 tablespoons nacho cheese sauce, or to taste","Spray a skillet with cooking spray and heat over medium-low heat. Add sausages and cook, turning often, until cooked through and browned, 12 to 16 minutes. An instant-read thermometer inserted into the center should read 160 degrees F (70 degrees C). Remove sausages from the skillet and chop when cool enough to handle. Beat eggs in a small bowl with milk. Spray a small skillet with cooking spray and set over low heat. Add the beaten eggs, green onions, salt, and pepper; cook until edges are set, then gently turn with a spatula until scrambled, 3 to 5 minutes. Remove eggs to a plate and wipe out the skillet with a paper towel. Place 1 tortilla in the skillet over low heat. Top with 1/2 of the nacho cheese sauce, 1/2 of the chopped sausage, and 1/2 of the scrambled eggs. Top with another tortilla and cook, carefully turning once, just until lightly browned on both sides, about 5 minutes. Remove to a plate and repeat to cook remaining quesadilla.",5 mins,25 mins,30 mins,2,2 quesadillas,630.3,37.4,3.2,38.8,12.7,346.2,31.0,2.5,1664.1,349.1,181.6,4.7,39.8,529.0,,,508.8,11.2,,3.3,109.9,1.0,,,,,,,,,,
Sweet and Sour Sauce I,https://www.allrecipes.com/recipe/19670/sweet-and-sour-sauce-i/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1029629.jpg,"Side Dish,Sauces and Condiments","An excellent, traditional sweet and sour sauce. It is great served with meatballs, with tempura, or even over rice!",4.49,875,882,"¾ cup white sugar , ⅓ cup white vinegar , ⅔ cup water , ¼ cup soy sauce , 1 tablespoon ketchup , 2 tablespoons cornstarch","Place the sugar, vinegar, water, soy sauce, ketchup and cornstarch in a medium saucepan, and bring to a boil. Stir continuously until the mixture has thickened.",2 mins,10 mins,12 mins,16,2 cups,43.2,10.8,9.6,,,,0.3,,236.3,,1.3,0.1,2.0,12.6,,,8.7,0.2,,0.1,0.7,,,,,,,,,,,
"Daddy Eddie's Roast Pork (Pernil), Puerto Rican-Style",https://www.allrecipes.com/recipe/254168/daddy-eddies-roast-pork-pernil-puerto-rican-style/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5559751.jpg,"World Cuisine,Latin American","Pernil is roasted pork shoulder, seasoned to the max. It is served with rice and beans, salad, or sweet plantains.",4.81,48,48,"¼ cup olive oil , 3 tablespoons white vinegar , 10 cloves garlic, or more to taste , 2 tablespoons dried oregano , 1 tablespoon salt , 1 ½ teaspoons ground black pepper , 5 pounds pork shoulder, trimmed of excess fat","Combine olive oil, vinegar, garlic, oregano, salt, and black pepper in a mortar and pestle; mash into a paste. Make deep slits into the pork with a small knife. Stuff slits with the paste; rub any remaining paste over the pork. Place pork in a plastic roasting bag and put in a roasting pan with a rack. Let marinate in the refrigerator, 8 to 48 hours. Take pork out of the refrigerator, uncover, and bring to room temperature, 1 to 2 hours. Preheat oven to 300 degrees F (150 degrees C). Roast pork skin-side down in the preheated oven until golden brown, about 2 hours. Flip pork and continue roasting, skin-side up, until juices run clear and an instant-read thermometer inserted into the center reads at least 145 degrees F (63 degrees C), 2 to 4 hours more.",15 mins,4 hrs,13 hrs 15 mins,8,8 servings,355.0,2.2,0.1,23.7,6.9,111.6,31.8,0.7,966.2,213.2,49.2,2.6,29.6,468.1,,,87.9,12.1,,2.6,9.4,0.8,,,,,,,,,,
Tender Italian Baked Chicken,https://www.allrecipes.com/recipe/52005/tender-italian-baked-chicken/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4536524.jpg,"World Cuisine,European",Flavorful and moist baked chicken.,4.56,1420,1433,"¾ cup mayonnaise , ½ cup grated Parmesan cheese , ¾ teaspoon garlic powder , ¾ cup Italian seasoned bread crumbs , 4 skinless, boneless chicken breast halves","Preheat oven to 425 degrees F (220 degrees C). In a bowl, mix the mayonnaise, Parmesan cheese, and garlic powder. Place bread crumbs in a separate bowl. Dip chicken into the mayonnaise mixture, then into the bread crumbs to coat. Arrange coated chicken on a baking sheet. Bake 20 minutes in the preheated oven, or until chicken juices run clear and coating is golden brown.",10 mins,20 mins,30 mins,4,4 servings,553.9,17.1,1.4,39.6,7.4,91.6,31.8,0.8,768.3,356.0,156.1,2.1,27.4,225.4,,,176.3,16.5,,0.1,6.2,0.1,,,,,,,,,,
Cottage Pie,https://www.allrecipes.com/recipe/169136/cottage-pie/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2630787.jpg,"Main Dishes,Savory Pie Recipes","This is a recipe from my Gram who is English. She served this often, and I have modified her recipe for my family and this is it. A great alternative to Shepherd's Pie.",4.24,109,117,"4 large Yukon Gold potatoes, quartered , 6 tablespoons butter, divided , 1 clove garlic, minced ,  salt and pepper to taste , 1 tablespoon olive oil , 1 pound lean ground beef , 1 tablespoon herbes de Provence , 1 teaspoon ground nutmeg , 1 ½ cups frozen peas","Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9 inch deep-dish pie plate. Place potatoes into a pot; cover with salted water, and bring to a boil over high heat. Reduce heat to medium-low, cover; simmer until tender, about 20 minutes. Drain; mash with 2 tablespoons of the butter and the garlic. Season to taste with salt and pepper; set aside. Meanwhile, heat the olive oil in a skillet over medium heat. Add ground beef, herbes de Provence, and nutmeg; cook and stir until beef is lightly brown and crumbly, about 10 minutes. Spread the beef evenly in the prepared pie plate. Cover evenly with the peas; spread the mashed potatoes over the peas. Dot the casserole with the remaining butter. Bake, uncovered, in the preheated oven until heated through and bubbly, about 20 minutes.",30 mins,20 mins,50 mins,6,1 - 9 inch deep dish pie,400.5,27.7,2.2,24.6,11.9,76.2,17.9,3.7,199.4,221.1,19.0,1.8,21.6,225.9,,,1133.1,6.0,,7.0,25.7,0.1,,,,,,,,,,
